userName,content,score,sentimen,sentimen_encoded
Gilang DBS.,ok,5,Puas,1
Akkar Ashter,eror hadeh,1,Netral,0
Ara,maaf ojol gw trauma,1,Tidak Puas,2
ramadani riska750,bagus aplikasi ojol rma,5,Puas,1
Deni Kurniawan93,apk gajelas mending gojek,1,Tidak Puas,2
Warsono,mao order ketik alamat tuju adil banten tdk bgmna cerita alamat tuju lembaga perintah kelas adil lucu aplikasi,2,Netral,0
Ermelinda Siul,murah percaya,4,Netral,0
Muh Khaidir,drover bike kirim tolak,1,Netral,0
marcos studieren,tolong maps update jelas tampil satelit gedung tentu lokasi jemput,1,Tidak Puas,2
Ervansyah 123,jemput,1,Netral,0
Nova Susanti,buruk bngt klo antar makan,1,Tidak Puas,2
Sheyna Maharani,driver gada bener niat,1,Netral,0
Aliddde Naki,coba batal mudah batalin pesan katena double eh bisaa,3,Netral,0
Krisna Wilantara,maxim ad asuransi tumpang celaka tumpang luka kemudi maxim,1,Netral,0
safa riski,bagus,5,Puas,1
aulianingrum0808,kali diomelin karna renti titik pdhl ngelewatin nyari titik maxim daerah pilih deket titik turun diomelin kali digituin jelasin maxim ngga titik ttp marah tambahin bayar henti marah pdhl turun tuju jatohnya rugi karna turun ngelewatin bates order batalin marah pdhl gada menit lngsng batalin karna tkt,1,Tidak Puas,2
Abang Nasgor,mohon maaf ni kali kali order makan tambah deskripsi order order ko tetep salah ya makan order beda harga aplikasi drivernya suka biaya mohon maaf ni kek pungli mohon evaluasi,1,Tidak Puas,2
risma pakpahan,kaspro bayar sulit driver maxim cancel pilih transportasi online,1,Tidak Puas,2
Ashim6B Dhiyaudd1n,update masalah jelek update pliss susah dlivery,5,Tidak Puas,2
Salwa Khoiruli,sumpah ya bikinn emosi driver maxim sen maxim batalin karna lainnn nahhhhhh maxim g terima pakaiii nada tinggi kata kasar jg sampek lokasi ganti rugi kali akuu batalin maxim kayak giniin,1,Tidak Puas,2
Fardhan.m1 M1,good,5,Puas,1
Sembiring Meliala,good,5,Puas,1
Syam Yanata,pesan makan titik jemput order sesuai cancel arah ganti order turut ganti order tetep,2,Tidak Puas,2
Juhri Samson,bantu unruk transportasi,5,Netral,0
Nur Ikma,knp maxim oon maxim sekitar knp bgt gw trlambat jauh tolol,1,Netral,0
Zaid Fathan,maxim taii blokir makan uang saldo,1,Netral,0
Dolok Frengki,oke,5,Netral,0
Rafka Aja,good,5,Puas,1
Nafisah Camelia,maxim tu titik map bener dikit pas cek titik lokasi beda cari susah huhh ad kasi driver jemput titik akurat baik dikit sistem cari map titik tu sesuai,2,Tidak Puas,2
WIter Dhan,oke,5,Netral,0
Faisal Ama,josjis,5,Netral,0
FRANS YOE,fasilitas credit card,4,Puas,1
Warjo Suwarjo,cepat lancar,5,Netral,0
Thanus Man,parah isi wallet kaspro biaya admin mahal pas masuk potong hadeh anehhh,1,Tidak Puas,2
4rianto Sitan99an9,aplikasi rugi mitra driver rugi moga lekas bangkrut amin,1,Tidak Puas,2
Zahra,recommended kalo saldo gabisa dipake full bayar jalan saldo potong harga doang cuih,1,Tidak Puas,2
Cc Audio,mantep,5,Netral,0
Shincan Kenzo,fitur batal pesan,1,Netral,0
Diah Wulandari,murce murce,5,Netral,0
jo caroline,min kondisi drivernya cabul kaya laporinnya min,1,Netral,0
Yusuf Ariwibowo16,,5,Netral,0
Gus Adam Al Kautsar 2,like itt,5,Puas,1
Rizt “Mas Bro” Event,layan driver bagus bayar pake maxim wallet knpa gagal saldo kna admin pas masuk cek tau tau kna potongam potong ngga terang eh pas pakai transaksi gagal kaspro gmna nich tanggung,2,Tidak Puas,2
Menara Sentraya Pisintegrated,suruh update trus,1,Netral,0
Azka Bilqish,eh maxim stop promo promo berentiin orang jalan gitu maksa banget dah,1,Netral,0
Dede Molohok,r diding sukar,5,Netral,0
karin setiawati Putri,bagus,5,Puas,1
Jahidin Jahidin,bagus,5,Puas,1
Asep Kurniawan,alas cs malas pakai maxim kendala map susah sesuai titik payment bekerjasama ovo dana potong adminya helm cs sakit bagi kepala isi,2,Tidak Puas,2
boy dimas,saldo maxim tarik niat isi saldo non tunai tarik rugi customer,1,Tidak Puas,2
Indri Yani,tolong gua kaspro kaga gimana cerita gojek grab langsung masuk saldo maxim parah sekali masuk potong hadeuhhh payaahhh,1,Tidak Puas,2
Yuniartika D Sukmawati,isi ulang uang dimaxim nyata masuk gilir direstrat nomer lampai batas kecewa banget maximm deh,1,Tidak Puas,2
Budiyanto,tim nye wajib ganti aplikasi bener cari alamat tuju susah kacau double order hei tim mending lu sekolah biar pinter,1,Tidak Puas,2
Suci Safitri,jemput top e walet masuk bulan,1,Puas,1
Imah Ima aja,terimakasih maxim kau hantar ku mana dgn harga stabil rekomendasi kalang tengah bawah sll pakai maxim mana pergi,5,Netral,0
Kiki Mulki,oklah,5,Netral,0
King Kopal,benerin aplikasi biar telat masuk dana kaspronya isi ubah tunai konfirmasi saldo driver ngoceh dijelasin ngerti drivernya jga,1,Tidak Puas,2
Ramos Rekotomo,kak admin maxim costumer akun maxim costumer buka akun maxim costumer kena blokir kak admin mohon tolong kak admin buka blokir akun maxim costumer kasih,1,Tidak Puas,2
mas motovlog,transfortasi murah riah layan ok tolong oengembang developer cari drivenya siktaran pemesna biar mudah nunggu drivernya terimakasih,5,Puas,1
Risfia Ris,far good,5,Puas,1
Maradona Vivo,aplikasi bagus mudah,5,Puas,1
Raisa Marie,kasih bintang krna kode verifikasi pake nomer cetang biru pake nama ragu takut tipu apa rugi,4,Tidak Puas,2
Era Rezabkl,pesan tdk sesuai driveny baca,1,Netral,0
Febrianda Hitimala,tolong adain fitur kamera kayak grab sma gojek biar foto lokasi driver susah bgt kalo driver gabisa baca maps gabisa lkat titik jemput,3,Tidak Puas,2
uqyerty,jual jaket trus langgan dikit,1,Netral,0
Supian Salman,lancar belanja ojek,3,Netral,0
Muchammad Solihin,mantaps,5,Netral,0
Aulia Salsabilaa,driver ajar genit bawa kemnaa gasesuai maps,1,Netral,0
Elda Hambur,haduh kecewa ya drivernya tolol tanggung bikin kaki kiri istri sya celaka krna driver nyenggol mobil tmbah lg kaki istri sya kena luka luka sberapa minimal tuh tanggung gtu sdkit blum aplikasi ojol kali jadi kya,3,Tidak Puas,2
ko cak,order jam cek tunggu menit ojek hubung kecewa banget tolong benerin ya,1,Tidak Puas,2
Azhar Ilham,spg lo tuh scam saldo gabisa dipake koncet,1,Tidak Puas,2
Arief Munadji,ok,5,Puas,1
Me Sg,murah ramah cepat,5,Netral,0
Syaiful Ramadhan,bagus,5,Puas,1
Hong Xi_Chow,suka sembarang pakir depan toko orang izin tegur mala ajak ribut maxim orang ramah ramah rusak mohon maaf kasih,1,Netral,0
Siti Muryati,baguss bgt aplikasi manfaat perlu pergi,5,Netral,0
wahyu nugroho,kalo isi kaspro masuk banget,3,Netral,0
Abu Yusuf Ismail,wow harga transportasi cocok wisatawan biaya sedia indonesia loh,5,Puas,1
Virgiawa Ngabi,aplikasi maxim bagus driver bagus pembyaran sesuai apk uang tida sesuai apk mameng,5,Puas,1
Erni Wati,pake aplikasi maxim lumayan suka ongkirnya murah cuman pesan maxim mikir kali karna aplikasnya hp rusak panas ampun tinggal nunggu api cuman menit beda kayak,5,Netral,0
Ria Damayanti,aplikasi maxim mahal ongkos gitu bagus aplikasi ya,5,Puas,1
Super Story,mantap,5,Puas,1
Kakek Zeus,drivernya,5,Netral,0
Juni Dyanto,alhamdulillah aplikasi bantu terimakasih,5,Netral,0
Renika Apriyani,driver ramah,1,Netral,0
Alexander Purba,aplikasi ngk pakai,1,Netral,0
Maido Rekoso,mohon vendor tutup food hapus aplikasi customer tunggu tutup kasihan driver tutup mohon baik trims,1,Puas,1
Mriyadi Madiun East Java,ok,5,Puas,1
raviel,apk korup njing,1,Netral,0
Mutmainah Irji'i,aplikasi pakai sen tulis alamat tuju ilang mutu,1,Netral,0
Desy Fitriyani Sari,ya isi kaspro wallet masuk uang banget pakai hmmmmm,3,Netral,0
Sisca Siro,mantap,5,Puas,1
bebante official,drivernya,1,Netral,0
Syifa Sarita Azzahra,tolong kaspro ku uang ku,1,Tidak Puas,2
S Joko Sabdono,driver koya cilacap driver maxim mudah daftar batas l rugi driver guna layan banding drivernya selisih paruh driver guna orang biaya murah tumpang delivery shop food good food manusiawi kawan driver maxim cerita dapat bensin top saldo maxim,2,Puas,1
Vhita Marsabessy04,bagus harga murah,5,Puas,1
siti nurjanah,alhamdulillah cuman lemah titik jemput titik tuju pas,5,Netral,0
Hot 30i,download app baru,1,Netral,0
boy akmal difendry,c b,5,Netral,0
Muhammad Adam,apk,1,Netral,0
Dian M.S.,bagus,5,Puas,1
Anna Maria,sedia fitur maxim wallet pakai saldo gimana terima,3,Netral,0
aprilia maira,banyak drivernya kalo bawa motor banget tolong cepet,3,Tidak Puas,2
Muh Rizal,ramah,5,Netral,0
Aloysius Hilman,pake maxim murah nyaman,5,Netral,0
Ciah Ciah,bagus,5,Puas,1
Rizky Pradana,plis maxim kalo laku bayar kaspro fitur kaspro tpi kadang driver,2,Tidak Puas,2
Milka Nadzira,pulang rumasakit bandung brobat order maxxsim rumah hp tinggal mobil maxxsim telpon driver kembali tunggu pinggir jalan sang driver kunjung modus jahat driver maxxsim,4,Netral,0
Sri Hartati,rider maxim daerah sampit pilih dlm ambil order,1,Netral,0
Jumai Di,bbgus,5,Netral,0
Dominic Toretto,good aplikasi,5,Puas,1
Daniel Hutagalung,ok,4,Puas,1
Rossalonika Angeline,barusan kecewa berat aplikasi pesan makan warung tutup trus arah driver warung suruh bayar sesuai harga cantum pdhal harga beli murah suruh bayar platform fee biaya packing rugi total belanja ongkos kalo aplikasi baik maaf uninstall aplikasi,1,Tidak Puas,2
Fadillah Dedi Purnama,capek aplikasi gitu pesan trus instal lg baik layan,1,Tidak Puas,2
Ma Sri,best,5,Puas,1
Jakrut Chiqi,suka maxim harga jangkau bikin dompet tipis terima kasih tolong baik tampil maps apknya mleset rubah tampil biar customer suka make maxim,5,Puas,1
Risvhan,benerin maps posisi driver lokasi konsumen butuh cepat tunggu driver payahhh sdh bbrp kali pakai ngga dibenerin,1,Tidak Puas,2
Sarifudin Hazrin Hiola,mapsnya sesuai update google maps kayak maps,3,Netral,0
P adu Akun google,inti jelek cok apk bug asli,1,Tidak Puas,2
02 Andini Putri Dinata,aplikasi bagus efektif karna bayar makan maxim wallet karna metode non tunai maxim wallet guna aplikasi muas semangat moga lengap fiturnya,4,Puas,1
Samsul acul,ngomong jalan murah emang mobil motor service bensin driver nanggung kecuali driver kariawan ngomong tawar murah ganti ban paylater aplikasi ojol nyekik driver ijo oren kuning,1,Tidak Puas,2
muntaha mumun,ok,5,Puas,1
Sultan Mh,titik jemput salah kecewa,2,Tidak Puas,2
Trap Rezpector,tolong fitur kirim foto driver langgan,5,Tidak Puas,2
Ruli Mutahar,aplikasi sy tdk pergi pakai maxim aplikasi pesan otorisasi ok salah,1,Puas,1
Maryana Maryana,,5,Netral,0
Putradaerah 04,akurasi maps,3,Netral,0
Scania 92100,driver malas gimana ya order sampe nunggu menit kali ganti driver,1,Netral,0
Reza pramana putra,min tolong tutup daftar driver bike kota makassar tolong banget mah,5,Tidak Puas,2
breemer petroil,order pas mobil cek harga jd hadeh gmn ni g percaya ni maxim,1,Netral,0
Ari Purwanto,oke murah klo mudah order drivernya,5,Netral,0
sigit sablon,,4,Netral,0
Akbar noob,maafin ya pencet,5,Netral,0
patricia Hutabarat,gajelas kalo emang posisi driver ngga kasi notif menit brapa menit sampe nyata sampe menit driver sampe titik jemput,1,Tidak Puas,2
Blue Squirrel,harga murah app mending bayar tunai isi saldo saldo potong pemberitahuan,1,Tidak Puas,2
R Hasyim,aplikasi depan profit tugas kantor guna adu driver jawab akan akam copaz minimal dikit kerja biar liat bales chat copaz tolol,1,Puas,1
Faiz,tchh mending si,1,Netral,0
Anita Utami,sy nambah kaspro tdk masuk tlg dtindak lanjut,1,Netral,0
Ghina Alya,driver adab cancel pesan maaf alas marah cancel maaf sudi olah tumpang erti,2,Tidak Puas,2
Hani SM,pake maxim walet uang hilang pake,1,Tidak Puas,2
Dahlan 23,jelek,5,Tidak Puas,2
restu ginanjar,min driver mu aneh aneh dah biaya tambah harga aplikasi tolong kondisi disiplin min resah syekalee pungli,5,Tidak Puas,2
Bino Marco,terimakasih order maksimal aplikasi driver bunuh,1,Netral,0
Adip Mudai,mantap coba langsung gas ken,5,Puas,1
MUHAMMAD UFRAN MUHAMMAD UFRAN,banget nyari kemudi menit nunggu kemudi,3,Netral,0
andhika Ridwan,jalan deteksi aplikasi pantau jalan anak kecewa sistem tanda jalan aman keluarga cs respons keluh recommended,1,Puas,1
abil Ramadan sidiq,butuh maxim tolong tingkat sabar tuk driver tunggu karna karna kalo kena cas rugi,5,Tidak Puas,2
Ahda Wiyah,bagus,5,Puas,1
Rama Mushlih Al-Jundi,aplikasi ya bagus driver ya ramah,5,Puas,1
Makario Rio,aplikasi cargo rincian kirim,1,Netral,0
Bang Ron Remot,murah layan,5,Netral,0
Mickey,media cari rezeki,5,Netral,0
Wiwi Wiharyanti,knp pesan ojol jas hujannnnnnnnnnnnnnnn voucher pakai apk potong kt drivernya ttp harga potongannnnn,1,Tidak Puas,2
Chandrasapnan 24,good,5,Puas,1
Yossi Nurcahya,best,5,Puas,1
Ar Ryn,susah cari laksana pesan makan laksana jam,1,Tidak Puas,2
Sandry Efendy,promo teruss,5,Puas,1
Batu Kaca,kode susah masuk,1,Tidak Puas,2
Arme Diyansah,mantap,5,Puas,1
ilham dhani,dapet bonus apuss apuss wkwkwk,1,Puas,1
Benny Samuel,murah cepat,5,Netral,0
pino kun,aplikasi buruk bohong ktanya dapet bayar bayar x cash,1,Tidak Puas,2
Radit Xiomi,,1,Netral,0
Dela Rassikha,bagus sangakt murah mengunakan maxim kendala sistem top ewalletnyaa top saldo langsung kirim butuh tolong baik,3,Puas,1
Regina Rohman,ok,5,Puas,1
Islam Hijau,alhamdulillah,5,Netral,0
Pricilia Putri,tolong betul sistem harga hp tumpang hp driver beda beda tipis bingung emang niat ngasih potong mending gausah cover doang rangin harga asli tetep,1,Tidak Puas,2
Ayu Lestari,driver ongkos tambah sesuai tarif maxim bilang murah sesuai jarak ya kalo gamau mah gausah ambil order kali gin tambah cancel ambil order offline biar kena potong,2,Tidak Puas,2
Athena rahma,sumpahhh aplikasi bantu bangettt anak rantau kendara tempat rantau kalo pergi tinggal pake murah aplikasi belah drivernya ramah banget pokok aplikasi bestt bgttt dehhh,5,Netral,0
Panahatan S,bagus,5,Puas,1
Titin Alinti,klo bnyak biyaya cepat bgt,1,Netral,0
Arens Jerikof,kereeen,5,Netral,0
Ricky Dwi Nugroho,,5,Netral,0
Santoso DJ,ok,5,Puas,1
Muhammad Kemal,bagus,5,Puas,1
Maulidianur,cancel pesan sulit ngerti tolong ubah yaa,3,Tidak Puas,2
Petrik Star,klo pesan jemput bintang cepat klo pesan makan beh cocok nih bintang lokasi balikpapan,1,Netral,0
Paul Harmon,top ko nambah saldo tanggung dnk hadehh,1,Puas,1
Rustam Rustam,aplikasi manusiawi drivernya biaya potong driver hasil driver kasi driver lapang aplikasi motongnya,1,Tidak Puas,2
Tatto Sandy,ok mantaplh,4,Puas,1
Mulyanto Hidayat,kacau order double,2,Tidak Puas,2
Irmamegasari,mesan makan cari driver susah batal habis,2,Tidak Puas,2
Putri Anjani,maxim putar putar map ngk peta mepnya,1,Netral,0
Siksa Kubur,aplikasi bagus banget gampang paham ribet harga murah ukur aplikasi ringan saran lokasi map biar mudah lancar,5,Puas,1
arrz tube,iklan lu sarkas bener kejar duo ijo nohh driver lu bina gelap kirim barang hp langgan,1,Netral,0
Maulina Adi Panca,bagus,5,Puas,1
dede syahputra,susah nentuin alamat tuju ketik alamat muncul manual ngasih titik lawaakkk lu peta pas klis alamat titik otomatis pindah suruh nyari titik manual maju nih maxim wkwkwk lawak,1,Tidak Puas,2
Edwiel Djani,pesan makan klo dibatalin driver nerima pesan,1,Netral,0
Aqilla shidqia Khairani,                                           ,1,Netral,0
mona lisa,bintang bicara,5,Netral,0
Mey Fullsun,kadang lalot,1,Tidak Puas,2
Hedi Suhardiman,bantu,5,Netral,0
Ren Moci,error,1,Tidak Puas,2
Vhe Indul,cari kemudi ujung batal,2,Netral,0
Flow 4six,komentar komentar fiktif alias bot aplikasi sampah sbg tumpang order butuh jemput driver dekat jemput kasih driver posisi aku driver jemput krn tarif murah minim dapat driver tekor bbm biaya awat kendara tercover usaha kismin usaha sampah,1,Tidak Puas,2
Annisa Fathiha,masukin nomor kirim pesan nomor nomor bisaa masukkkkkk,1,Netral,0
Bila Bila,maksim jemput,5,Netral,0
Bayu M,good,5,Puas,1
Tirta Trisci,murah cepat jemput tumpang,5,Netral,0
KanG IsAn,tumpang bayar cash praktis utang ya nominal knp tia,1,Puas,1
saya ultramen,ngasih driver jls kocak gua nungguin dibatalin,1,Netral,0
Rosa Beu,bantu pokok mantap bagus,5,Puas,1
Sahda Saputra,aplikasi bantu jalan,5,Netral,0
Septian Mulyadi,aplikasi optimal isi non tunai langsung masuk driver cash cocok dipake urgent mending aplikasi,1,Puas,1
SAEPUL ALAM,titik lokasi tolong akuratin kasih fitur photo biar mudah nentuin lokasi kalo salah titik,3,Tidak Puas,2
Fatian Rafasya,mudah,5,Netral,0
Kastiah Kriswanti,mudah cepat aman,5,Netral,0
dirga ri,login mu sulit xim maxim guna kecewa isi walet bayar non tunai potong apk,1,Tidak Puas,2
bernadeta huik,top kaspro aplikasi masuk,1,Puas,1
Michael Ricche,nice,5,Puas,1
Rama Dani,apk tolol driver etika langgan minim banget adab sopan santun kecewa maxim melihara driver kek gitu,1,Tidak Puas,2
Hakiem Sedoputra,ok,5,Puas,1
Djony Candra,,5,Netral,0
Ade Rohman,driver bagus puas hati,5,Puas,1
Mila Susanti,murah cepat,5,Netral,0
Sari Erna,alami driver jemput contoh order tunggu cancel takut krn kunjung ganti driver tunggu berangkat menit proses order ojol lambat tuju mohon developer jaga privasi langgan komplain alam dimarahin driver,2,Tidak Puas,2
Djefry Lisapaly,ok,1,Puas,1
Dimas Bob,cepat tanggap,5,Netral,0
Muhammad Asrori,aplikasi download banget buka,3,Netral,0
Julyasky Julyasky,aplikasi maximku ya pergi enak pakai maxim cepat hapus download,5,Netral,0
Bintang Zakaria Sasha,cepat murah super driver maxim tuju ka harap maklum profional order terima jln tuju,5,Puas,1
Muhammad Adi maulana,driver tidur motor mesum bau pake jaket kasi ulas langsung apk hbngin maxim nol parah cewe mending pake grab gojek hindarin maxim dah,1,Tidak Puas,2
Anan Gunawan,layan aplikasi murah hemat langgan,5,Netral,0
nur nurlelaa,kariawan,5,Netral,0
Erix Alfianto,bantu,5,Netral,0
Vario Pink,buruk hp sy suka order makan ojek jls hr da aj tlp drmaxim mengaggu,1,Tidak Puas,2
Taufikrolansah Na70,top saldo masuk gitu adminnya gede banget,1,Puas,1
Lukman Hidayat,isi kaspro saldo masuk,3,Netral,0
Nani Kriswati,aplikasi muantap mumer,5,Netral,0
ocktavilia ramadhani,jujur bingung banget maxim contoh ni pagi kampus rumah biaya kampus rumah murah,1,Netral,0
Bayu Fajariyanto,order fiktif cs respon,1,Netral,0
Naysilah mokodompit,susah driver mobil,1,Tidak Puas,2
M Yano Wahyudi,gila potong admin mode gerampok klo ewalet admin stlh saldo masuk apl kena admin lg total gila tuh,1,Tidak Puas,2
Yuliana Hamasiakh,hujan nggak jelek banget hujan suka harga,2,Tidak Puas,2
Suci Maharani,sbnrnya bagus driver jorok sngaja pesan mobil biar g panas bdebu mlah buka kaca mobil ni td brusan suruh nunggu sy tunggu kantor mlh tbtb cancel pdhl order duluan enak driver mlh cancel pdhl atas td dh nolak anter driver minimal tarok rating driver biar kmi bsa tarok driver rating cancel sakit hati bnget jam bru jmput sma driver bru pdhl dkt bgt antr rmhku g ad km,3,Tidak Puas,2
Syifaunlatifa,murah si tpi layan alamat gin dlu krna kadang cepet karna sibuk nyari laksana nyampe,2,Tidak Puas,2
Matnusin,ok,5,Puas,1
Alifah dian Sumaredi,waaaaaaax lllrrrrrrrp,5,Netral,0
Surya Darma,nyari almat,3,Netral,0
rahmi rahma,susah dapet supirnya pilih pilih tumpang,3,Tidak Puas,2
Hamzah Faisal,ok,5,Puas,1
Ijai Lani,dah klau order makan masuk drivernya nanya pesan trs harga kadang sesuai aplikasi,4,Tidak Puas,2
Aldi Bae138,titik jemput akurat,1,Netral,0
Budi Hermawan,ok,5,Puas,1
Denny Hariyanto,aplikasi axesibel tunanetra lokasi kadang pas kadang nggak gimana sahabat netra,1,Tidak Puas,2
AANG KURNIAWAN,bantu terimakasih,5,Netral,0
Yu channel,hapus tarif car hemat tumpang bawa barang full cargo bayar sesuai aplikasi car hemat tulis khusus tumpang,5,Netral,0
agung wijaya,ok,5,Puas,1
rajab shadiq,tolong aplikasi tumpang biar tumpang order kasih like selesai order langsung kasi perintah ulas tumpang perhati masalah kait puas jasa fidbeck driver aplikasi tau manusia drivernya ulas puas habis make jasa driver,1,Puas,1
Manusia Topeng,jgn pakai wallet ks pro potonganya gede blokir apk gembel,1,Netral,0
Yusnia Lestari,sen driver jauh aneh maps baru susah cari titik pas driver kalo ngga ya jutek karna sesuai titik pas baru maps sampe customer driver salah faham,2,Tidak Puas,2
Adhi Hendrika,pake rasa ongkos murah nyata rela kembali krn driver uang kembali gt pesan klo harga bayar dg ojol tau driver kerja kerja kali driver kembali lumayan klo kumpul kembali bs order ya kali pake ojol ijo harga harga maxim kembali kecewa,1,Puas,1
Ahmad ari Setiyo,q pke maxim kali q kecewa dgn selasa kemaren tepat bandara soekarno hatta sngkat cerita ln kebayoran karna bawa tas inisiatif maxim hmpir stgh jam tdk kemudi orang maxim bandara tawar pesan lwt hpnya dapat dgn sepakat sesuai aplikasi q bayar tol parkir sampe dimintain apkah tol parkir,1,Tidak Puas,2
Thalib Bin Yahya,gambar titik drivernya kasi warna kuning bosq,4,Netral,0
A. Wisnu A.N.,bagus aplikasi tolong baru maxim thank,5,Puas,1
Pearl artalita Pardede,hujan susah nerima order tambah uang nggak malas kali,1,Tidak Puas,2
Fredy zizwanto,gimana maxim aplikasi riwayat order padaha butuh nota klaim kantor klau aplikasi jgn rugi konsumen,1,Tidak Puas,2
Elias Adolf Sarumaha,wow,5,Puas,1
Bengkulu,kemarin kakak top kaspro anjir untung coba tf walet kaspro eh masuk hhhhh kocakk,1,Puas,1
Ida sayang Sayang,oc,5,Netral,0
bijisalakkudanil,bagus,5,Puas,1
Sofia,bagus,4,Puas,1
Ryantoni Akhsal,bagus,5,Puas,1
Winoto Anton,harga sesuai jarak,1,Netral,0
Berlin Pah,skrg maxim sengaja kasih suah orang ketemu driver spaya bayar dlu driver kasih harga takut orang lari sengaja bgitu,2,Netral,0
Yulius Manu,bagus,5,Puas,1
8C_Stevano Sunuprakoso Sosroraharjo,saran kode voucher diskon ya apk driver harga display harga potong device display driver situ takut kontra driver user,4,Tidak Puas,2
RIDWAN BAEHAQI FATHU RAHMAN,cancel susah banget klik batal suruh isi hasil diemin biar kurir batal warung tutup,1,Tidak Puas,2
khabibi Bibi,bantu,5,Netral,0
Berliana Tamaria,alamat ad google maps ad maxim jdi sysahhhh,1,Netral,0
Muh Zaidan Sahril,tdaj dpt peta mapsx susah cari alamat tuju jemput aplikasi msih kekuranganx,1,Tidak Puas,2
Umi,jelek lambat nyari kendara burik,1,Tidak Puas,2
Deny Nia,cepat,5,Netral,0
Suherman Purba,murah kerja kantor profesional ngx bejus,1,Netral,0
Subianto,good,5,Puas,1
J Benggu,nice,5,Puas,1
Ary Hidayat,,5,Netral,0
Dimas Arif,mantap,5,Puas,1
Vian PM,mohon update maps karna titik lokasi pindah aplikasi maxim ubah,4,Netral,0
Dinda Rahayu,tolong maksim ny akun eror gara gara maksim makan syaa batal cari maksim maksim lagimakan tu nerima klu makan mati lh maksim gara gara akun eror mesan maxsim masuk salah megirim akun pake usia hp syaa tolong admin maksim atur klu makan mati akun maksim,3,Tidak Puas,2
Marhamah Nurul Lailie Azizah,inu maxim ngubah tuju titik jemput gakenak drivernya sampe ngomongnya,3,Netral,0
Adhitya Wicaksana,ya alam buruk pake aplikasi drivernya ongkos lipat harga aplikasi parah jelek maxim,1,Tidak Puas,2
Anang Wong,bagus,5,Puas,1
HAZRIL NASRUL PRATAMA,pesan dj batal tunggu kurir ambil pesan,1,Netral,0
33_Miftaqhul Adhilla,kalo usdah dicancel brrti kt driver kasi klo pesan ualng,1,Netral,0
Khafid,manfaat bantu transfortasi cepat aman,5,Netral,0
Wahid Priyono,suka dg maxim klo bayar cash simpel efisien mudah langgan keren kombinasi mode jadul modern user friendly kalang,5,Puas,1
hermawan mawan,bintang karna pilih jalur gang jalur harga mahal tolong baik,1,Puas,1
Ladzi Jaya syuhada,keren,5,Netral,0
yuyu yiyi,jalan gebukin gua anjg,1,Netral,0
Hazel Prasetya,moga lancar,5,Netral,0
Riko Bagaskara,aplikasi go rides delivery buat rusia milik tarif murah bikin saing dunia ojolan indonesia saran driver maxim ketat seleksi driver spesifikasi kendara manfaat fitur promo mohon perhati layan driver kerja bakti,5,Puas,1
Bunda Miro,maxim titik lokasi ngaco alamat asli titik tuju jarak banget gilaa,2,Netral,0
COKRO WIJOYO,mantap maxim tambah baru bajaj sukses maxim buat aplikasi maxim,5,Puas,1
Basuki Widodo,tipu mbelgedhes registrasi ulang kode promo maxim uang jajan maxim daftar uang masuk,1,Puas,1
Abu Tolip,lncar cepat,3,Netral,0
Andiko Emanuel,drivernya orang tua baca map aj gabisa hadehhhhhhhh,1,Netral,0
Usman _MM,mantap,5,Puas,1
Ape Suherman,moga berkah,5,Netral,0
Laenyong Inyong,ok,5,Puas,1
Nuruhil Pajriah,tolong upgrade fitur costumer milik akun scam order tolong baik fitur hubung toko makan konfirmasi via chat driver driver dekat mudah jangkau jangkau driver kota wilayah costumer domisili cepat upgrade fiturnya,2,Tidak Puas,2
Mahalli Fit,bagus,3,Puas,1
Muhammad Arriza,mohon tingkat metode kaspro top saldo kurang dbenahi,2,Puas,1
Fikih Ilman hidayat,top kaspro masuk masuk niat bgt maxim baik dah komplain,1,Puas,1
Yola Pramita. W,maxime loading diblng jaring tpi bukak aplks lancar telat kerja,4,Netral,0
Moh Ayyub,order makan susah kali driver,1,Tidak Puas,2
NovitaZein SR,order rumah elit tuju rumah elit ongkir situ elit pelit,1,Netral,0
Idiar Monkey D,isi saldo wallet ya kepake krena bnyak driver tdak krn tarik saldo isi saldo wallet ya blm jg pakai dptong rb tarik lokasi sya pangkal pinang,1,Netral,0
Yayan Robbay,,5,Netral,0
kakaopie,top kaspro riwayat order ilang timbul payah bgt,2,Puas,1
Abdul Hamid,bantu,5,Netral,0
Mah Yus,bagus layan,5,Puas,1
Adelina Simanjuntak,,5,Netral,0
uday mohes,heran pake logout mulu update ttp kdalursa,5,Netral,0
Markun Cung,suka pake maxim klo fitus chat foto ny biar mudah titik jemput mksh maxim sukses,5,Netral,0
Ronaldi,logid aplikasi,1,Netral,0
Rakhmad Gunawan,driver bandara cgk stasiun senen matok harga pdahal aplikasi gila aplikasi bsa kasih bintang drivernya,1,Netral,0
Dicky Tampubolon,bagus da,5,Puas,1
Cahya Budi,bagus layan costumer blokir driver ojek maxim situ tagih rupiah pas tuju tagih langsung babibu malas protes ya kasih nunggu nyampe jemput lebih aplikasi gitu ya harap fitur blokir driver semena mena gitu,3,Tidak Puas,2
Bagus Wiwin,maxim ojek bantu dlm transportasi jalan,5,Netral,0
Fitron Pahlevi,ok,5,Puas,1
Naufal Ilham,ok,5,Puas,1
Rico Rico,sesuai dg harap best,5,Puas,1
ogie moe,tolong bantu ringan anggur,5,Tidak Puas,2
