userName,content,score,sentimen,sentimen_encoded,content_cleaned
Zanuardi Abidin,kadang jalur sesuai antar,5,Puas,1,kadang jalur sesuai antar
Ihrom Tuanaya,,5,Puas,1,
JULIO GARCIA MUSI,senang,5,Puas,1,senang
Abdul Syahid,baik,5,Puas,1,baik
Yulirna Yulirna,driver ramah sopan cm knp maxim ribet yah baru lg,5,Puas,1,driver ramah sopan cm knp maxim ribet yah baru lg
erpani slamet,bagus,5,Puas,1,bagus
Rudiyanto Yanto,bagus,5,Puas,1,bagus
Heri Yadi,mantap,5,Puas,1,mantap
Mau Lida,tipu download aplikasi kasih bonus rb tdk,1,Tidak Puas,2,tipu download aplikasi kasih bonus rb tdk
Rahmadiana Keysa,maxim tolong ya tetap harga perak perak nanggung kasih uang,4,Puas,1,maxim tolong ya tetap harga perak perak nanggung kasih uang
Hendra Iskandar Ai1,mantap,5,Puas,1,mantap
David iyar,kasi jg ojol kasi jg klo tarif murah cz modal,1,Tidak Puas,2,kasi jg ojol kasi jg klo tarif murah cz modal
Lovanda Prasetyo,murah riah,5,Puas,1,murah riah
Kenza el hidan Kenza,bagus,5,Puas,1,bagus
Muhamad Ridwan,puas,4,Puas,1,puas
Aam Aminah,yhh maxim,5,Puas,1,yhh maxim
Rajendra,besok suruh sekolah donlot maxim malas,5,Puas,1,besok suruh sekolah donlot maxim malas
Alip Firmansah,driver,5,Puas,1,driver
Prastya NingsBusinnes,aplikasi buruk orang hilang langsung respon libur langsung ditindaklanjuti desak aplikasi resah jamin aman tumpang,1,Tidak Puas,2,aplikasi buruk orang hilang langsung respon libur langsung ditindaklanjuti desak aplikasi resah jamin aman tumpang
Berliadi 07,kenapaa rutee jauh kenapaa rute kasih rutee biar bayar nyaa mahall jalan anehh,1,Tidak Puas,2,kenapaa rutee jauh kenapaa rute kasih rutee biar bayar nyaa mahall jalan anehh
Notian Sutanto,order maxim delivery jam sore pesan selesai trs pas malam ad lgi driver cek sore order selesai,1,Tidak Puas,2,order maxim delivery jam sore pesan selesai trs pas malam ad lgi driver cek sore order selesai
Novita Pau,layan aplikasi bagus si cuman aplikasi layan bayar non tunai order metode bayar kemudi terima order coba drivernya bilang susah tarik jka terima bayar non tunai saldo isi kek gag nyesal saldo maxim tolong perhati problem bayar non tunai adakan fitur tarik uang,2,Tidak Puas,2,layan aplikasi bagus si cuman aplikasi layan bayar non tunai order metode bayar kemudi terima order coba drivernya bilang susah tarik jka terima bayar non tunai saldo isi kek gag nyesal saldo maxim tolong perhati problem bayar non tunai adakan fitur tarik uang
kuwa kuwi,oknum driver tipu ngga hilang uang cuman tidak jujuran takut pake maxim,1,Tidak Puas,2,oknum driver tipu ngga hilang uang cuman tidak jujuran takut pake maxim
AHMAD SOFYAN HADI,map aplikasi gogle map beda bikin bingung tolong baik aplikasi,1,Tidak Puas,2,map aplikasi gogle map beda bikin bingung tolong baik aplikasi
adi gunna,banget saldo masuk ewallet,3,Netral,0,banget saldo masuk ewallet
Yoga Febrizal,tolong kemudi khusus nyaa mobil batal tindak keras niat narik,3,Netral,0,tolong kemudi khusus nyaa mobil batal tindak keras niat narik
Randa Putra,kirim kode bikin ribet pemesanann,5,Puas,1,kirim kode bikin ribet pemesanann
Dhapney Tovanny,isi wallet kaspro makan tolong cepat,3,Netral,0,isi wallet kaspro makan tolong cepat
afan di,kacau login,1,Tidak Puas,2,kacau login
Budianto Abud,bast,5,Puas,1,bast
Najla Zainiya,mohon tambah fitur kamera kirim gambar lokasi,4,Puas,1,mohon tambah fitur kamera kirim gambar lokasi
Ivan Taufiq Mahardika,banget saldo top masuk menit mulu buru buru nunggu apa,1,Tidak Puas,2,banget saldo top masuk menit mulu buru buru nunggu apa
Danny Ahmad,layan buruk brp kali pesan food dapet driver tolong tingkat kualitas layan,1,Tidak Puas,2,layan buruk brp kali pesan food dapet driver tolong tingkat kualitas layan
Supriyono Drone,maxim sepeda montor ya,5,Puas,1,maxim sepeda montor ya
Rico Ramadhan Putra,ok,4,Puas,1,ok
quraisyi Ahmad,pakai pdhl simpan internet,1,Tidak Puas,2,pakai pdhl simpan internet
deni stwn,bagus kirim paket susah hubung driver,1,Tidak Puas,2,bagus kirim paket susah hubung driver
Idin Gans,aplikasi mesen makan dpt delivery batalin,2,Tidak Puas,2,aplikasi mesen makan dpt delivery batalin
Y U S R I Z A L,tlong komisi apk rendah persen komisi kasi driver apk driver sling butuh ayo btuh biaya servis kendara dll terima kasih,3,Netral,0,tlong komisi apk rendah persen komisi kasi driver apk driver sling butuh ayo btuh biaya servis kendara dll terima kasih
Raden Baghoes Julianto,hallo yuk buru ramai jalan nyaman rama tinggal habis promo discon potong saldo otomatis yuk buru pakai maximnya kakak,5,Puas,1,hallo yuk buru ramai jalan nyaman rama tinggal habis promo discon potong saldo otomatis yuk buru pakai maximnya kakak
AxonAccel Go,aman,1,Tidak Puas,2,aman
fajar agus,maps harap baik,4,Puas,1,maps harap baik
Haogo Laia,bagus,5,Puas,1,bagus
Rosma Wati,oke,5,Puas,1,oke
Andreas Irwandi,tumpang pake maxim banyak karakter pelit,1,Tidak Puas,2,tumpang pake maxim banyak karakter pelit
Rezeki Lancar,area bogor maxim angkuh layak kasih bintang tolak order driver,1,Tidak Puas,2,area bogor maxim angkuh layak kasih bintang tolak order driver
Tulung Selapan,jalan rubah tarif konfirmasi,1,Tidak Puas,2,jalan rubah tarif konfirmasi
sari moccacino,alih tunai trussss sy adu ylki saldo kas pro loh,1,Tidak Puas,2,alih tunai trussss sy adu ylki saldo kas pro loh
Gabriela Alice rerung,nggak pakai ewallet driver nggak bayar pakai ewallet mintain uang cas,1,Tidak Puas,2,nggak pakai ewallet driver nggak bayar pakai ewallet mintain uang cas
Fathan Muhjab,driverny gajelas,1,Tidak Puas,2,driverny gajelas
Yooo Yaaa,walet cacad apk,2,Tidak Puas,2,walet cacad apk
rizki adzisar,maxim putus mitra kaspro aplikasi maling jadi transaksi saldo potong uang masuk bayar ojol saldo potong aplikasi driver bayar tunai saldo hilang belanja pulsa aplikasi saldo potong pulsa masuk saldo tarik verifikasi hasil isi saldo driver keluh yamg dengar maxim tolong dengar keluh,2,Tidak Puas,2,maxim putus mitra kaspro aplikasi maling jadi transaksi saldo potong uang masuk bayar ojol saldo potong aplikasi driver bayar tunai saldo hilang belanja pulsa aplikasi saldo potong pulsa masuk saldo tarik verifikasi hasil isi saldo driver keluh yamg dengar maxim tolong dengar keluh
Noval Verdian,good,5,Puas,1,good
Rizal Een,buka goblog,1,Tidak Puas,2,buka goblog
Adawiah,baik lahh maps susah,3,Netral,0,baik lahh maps susah
Mala Dewi,ok,5,Puas,1,ok
Aji zainal abidin,jelek,1,Tidak Puas,2,jelek
Novie Afriandi Pinaria,aplikasi log tolong baik terima kasih,4,Puas,1,aplikasi log tolong baik terima kasih
Susanto Santo,kasih bintang bayar pakai cash online transfer mutu peyy bodo,1,Tidak Puas,2,kasih bintang bayar pakai cash online transfer mutu peyy bodo
Almen Tanaem,apk bagus pesan makan pakai bahasa inggris yah pesan ayam lalap sate babi,3,Netral,0,apk bagus pesan makan pakai bahasa inggris yah pesan ayam lalap sate babi
Ade Rasya,apa top kaspro kena potong anjir emang potong bilang babi bayar gerai kena pajak pas masuk kaspro potong emang lawak maruk,1,Tidak Puas,2,apa top kaspro kena potong anjir emang potong bilang babi bayar gerai kena pajak pas masuk kaspro potong emang lawak maruk
Diana Novita,jelek bgt apk ya ampun adain fitur batal pesan kalo mumpuni kurir susah bgt nemunya muak nungguin cari kurir muluuu hadehhh,1,Tidak Puas,2,jelek bgt apk ya ampun adain fitur batal pesan kalo mumpuni kurir susah bgt nemunya muak nungguin cari kurir muluuu hadehhh
Alvin Pratama,titik jemput sulit maps beranta sulit cari nama jalan,2,Tidak Puas,2,titik jemput sulit maps beranta sulit cari nama jalan
Vey Nur,bagus,5,Puas,1,bagus
siswo wiyoto,,5,Puas,1,
esa andini,notifikasi driver menit pas eh menit php jenis motor kasih tau motor kaya gojek,1,Tidak Puas,2,notifikasi driver menit pas eh menit php jenis motor kasih tau motor kaya gojek
Agus Suhendri,kacau kode sms aneh,1,Tidak Puas,2,kacau kode sms aneh
Yohan Bahan,bagus,1,Tidak Puas,2,bagus
Deri Wisnu,order berangkat chairul arief dhani motorcycle warna putih nopol rating,3,Netral,0,order berangkat chairul arief dhani motorcycle warna putih nopol rating
Yolan Alpi Pratiwi,iklan horor,1,Tidak Puas,2,iklan horor
Rukimah Rukimah,bos mudah lancar aplikasi,5,Puas,1,bos mudah lancar aplikasi
quiinzaael,tolong ya fitur batalin makan adakan menit laksana tunggu fitur gajadi gaada,4,Puas,1,tolong ya fitur batalin makan adakan menit laksana tunggu fitur gajadi gaada
teguh santoso,good,5,Puas,1,good
ulfah2 Sodiqi,riwayat order ojol skrg,4,Puas,1,riwayat order ojol skrg
Putra Sikumbang06,mantap,5,Puas,1,mantap
mar diana,bagus transportasi tuju,5,Puas,1,bagus transportasi tuju
Ridi Nuriman,otp kirim kirim lu,1,Tidak Puas,2,otp kirim kirim lu
Mich Tipal,coba,5,Puas,1,coba
Ade Selly,good,5,Puas,1,good
Aprina Nazmi,tolong driver ajar atitude ya minus atitude ny ny suka make maxim ksni driver ny omgan,2,Tidak Puas,2,tolong driver ajar atitude ya minus atitude ny ny suka make maxim ksni driver ny omgan
Mr Hn,aplikasi jual atribut,1,Tidak Puas,2,aplikasi jual atribut
Memet,,5,Puas,1,
Erwin Setiawan,good apk,5,Puas,1,good apk
Neni Mulyani,oke good job,5,Puas,1,oke good job
Indra Azhe,apk g isi saldo ajh mesti nunggu nelfon modal gimana gimana saing sma tinggal srmua g,1,Tidak Puas,2,apk g isi saldo ajh mesti nunggu nelfon modal gimana gimana saing sma tinggal srmua g
Edo Cahyadi,ok,5,Puas,1,ok
Jefri Adiputra23,oke,5,Puas,1,oke
Muhammad Rosyid,pesan makan nyari antar dibalatin asu,1,Tidak Puas,2,pesan makan nyari antar dibalatin asu
Fan Nia,tolong perhati kali top kasspro masuk,5,Puas,1,tolong perhati kali top kasspro masuk
Adelia Hartini,buka aplikasi maxim kode promo,5,Puas,1,buka aplikasi maxim kode promo
Kantor Hukum,ok,5,Puas,1,ok
Aldi Kayy,metode e wallet jelek scam nipu saldo driver tahan proses premium kelar kelar login aplikasi kaga beres lu cuman fokus jual jaket banding sejahtera driver,1,Tidak Puas,2,metode e wallet jelek scam nipu saldo driver tahan proses premium kelar kelar login aplikasi kaga beres lu cuman fokus jual jaket banding sejahtera driver
MAMAN,transportasi maxim asuransi jalan langgan asuransi celaka kirim barang barang jatuh hilang langgan asuransi tarif murah siksa driver tagih tunai langgan bayar tagih tunai langgan bayar langgan kembali langgan maxim pelit kikir manusia,1,Tidak Puas,2,transportasi maxim asuransi jalan langgan asuransi celaka kirim barang barang jatuh hilang langgan asuransi tarif murah siksa driver tagih tunai langgan bayar tagih tunai langgan bayar langgan kembali langgan maxim pelit kikir manusia
Husnulrahmi Idris,hubung kaspro susah sms notifikasi pakai non tunai tolong baik,2,Tidak Puas,2,hubung kaspro susah sms notifikasi pakai non tunai tolong baik
Delfita Sagala,kode promonya maxx yah,2,Tidak Puas,2,kode promonya maxx yah
puspita,ngirim saldo gopay biaya admin periksa saldo kaspro pemberitahuan transfer masuk saldo dikaspro kirim transfer saldo,1,Tidak Puas,2,ngirim saldo gopay biaya admin periksa saldo kaspro pemberitahuan transfer masuk saldo dikaspro kirim transfer saldo
Amelia,kadang mapsnya suka gajalan suka error logout kasi drivernya customernya nungguin tolong baik,3,Netral,0,kadang mapsnya suka gajalan suka error logout kasi drivernya customernya nungguin tolong baik
Murni Dahlena,maxim susah banget dihubungin nomor kontak call langsung csnya chat respon order hilang cancel histori prodak pick driver gimana komplain hubungin,1,Tidak Puas,2,maxim susah banget dihubungin nomor kontak call langsung csnya chat respon order hilang cancel histori prodak pick driver gimana komplain hubungin
demas triantana,eror mulu maxim,5,Puas,1,eror mulu maxim
Zahra Alia,apk oke alamat jangkau kadang driver sesuai deskripsi apk plat nomor baik aman nyaman customer,4,Puas,1,apk oke alamat jangkau kadang driver sesuai deskripsi apk plat nomor baik aman nyaman customer
rapael naren,aplikasi tolol tunggu nomor verifikasi kagak nyoba,1,Tidak Puas,2,aplikasi tolol tunggu nomor verifikasi kagak nyoba
ATIONG Chen72,knpa bukak,5,Puas,1,knpa bukak
Jack Karbulator,saldo maksim masuk banget,3,Netral,0,saldo maksim masuk banget
イグリスIgris,tunggu drivernya kadang tera aplikasi bilang menit ampe menit nyampenya,2,Tidak Puas,2,tunggu drivernya kadang tera aplikasi bilang menit ampe menit nyampenya
Melfy Putri,halo kak knp apk terang riwayat transaksi ya tolong bantu kak,3,Netral,0,halo kak knp apk terang riwayat transaksi ya tolong bantu kak
Rina Indrawati,,5,Puas,1,
Nursiya Nursiya,bagus,5,Puas,1,bagus
Epin Pahrudin,apk tertololll sumpah login susah ngga kirim kode verifikasi nyoba sampe nomor hari batas hari apk mending pke grab login mudah pake google pake nomor abis susah kcewa inni apk,1,Tidak Puas,2,apk tertololll sumpah login susah ngga kirim kode verifikasi nyoba sampe nomor hari batas hari apk mending pke grab login mudah pake google pake nomor abis susah kcewa inni apk
chika Chii,membanti,5,Puas,1,membanti
Sahrudin Hamzah,aplikasi taxxe ojek online murah ramah mudah penggunaanya,5,Puas,1,aplikasi taxxe ojek online murah ramah mudah penggunaanya
Asni Monoarfa,ok,5,Puas,1,ok
Kise Ryouta,murahhh bet tampa diskon,5,Puas,1,murahhh bet tampa diskon
Sakimputra petir,kemudi tambah sesuai aplikasi henti banyak henti aplikasi suruh bayar pulang pergi nambah kecewa maxim,1,Tidak Puas,2,kemudi tambah sesuai aplikasi henti banyak henti aplikasi suruh bayar pulang pergi nambah kecewa maxim
Reyina Mooduto,mudah mesan embel embel langsung ngerti fiturnya nice banget,5,Puas,1,mudah mesan embel embel langsung ngerti fiturnya nice banget
Tar Jo,dowlond lamaaaa bgt,3,Netral,0,dowlond lamaaaa bgt
Dadi Gunawan,bagus,5,Puas,1,bagus
Iqbal Maulana,daerah driver maxim sesuai atur order wa harga dinaikin tetap aplikasi maxim tolong benah kali driver nakal patok harga tentu apk,1,Tidak Puas,2,daerah driver maxim sesuai atur order wa harga dinaikin tetap aplikasi maxim tolong benah kali driver nakal patok harga tentu apk
Lieya Nie,baru aplikasi data,5,Puas,1,baru aplikasi data
Duren Terusan,otorisasi ko ya mohon bantu maxim,5,Puas,1,otorisasi ko ya mohon bantu maxim
Jack Tobing,driver mobil sombong hujan ongkos ambil,1,Tidak Puas,2,driver mobil sombong hujan ongkos ambil
rendi Sabana,aplikasi ya bagus banget nyesal poko download aplikasi,5,Puas,1,aplikasi ya bagus banget nyesal poko download aplikasi
Amat Amattea,kerenn banget,5,Puas,1,kerenn banget
Nurwfahmi,good j,5,Puas,1,good j
Naisyahla Kenay,bagus ojol ramah,5,Puas,1,bagus ojol ramah
Nuraini Apriyanti,aplikasi bener dapet kode otp wanya busines pas dimasukin otp langsung aplikasi truss suruh login,1,Tidak Puas,2,aplikasi bener dapet kode otp wanya busines pas dimasukin otp langsung aplikasi truss suruh login
RIOKO,manfaat,5,Puas,1,manfaat
Deddy Mtw,susah banget cari drivernya naikin tarif pdh guna maxim dr maxim cm skrg kaya jd lelet bgt kaya,1,Tidak Puas,2,susah banget cari drivernya naikin tarif pdh guna maxim dr maxim cm skrg kaya jd lelet bgt kaya
Nur Rahmannita,apk nggak bagus tetiba error butuh,1,Tidak Puas,2,apk nggak bagus tetiba error butuh
Nila Ratna,mud ganti bayar tunai alas kaspro eror alamat jangkau luas masuk,3,Netral,0,mud ganti bayar tunai alas kaspro eror alamat jangkau luas masuk
Shinta Miranda,buka aplikasi maxim salah saldo maxim wallet,3,Netral,0,buka aplikasi maxim salah saldo maxim wallet
Kitab Fikih,gmn si ko masuk,3,Netral,0,gmn si ko masuk
Za Ganz,anehh,1,Tidak Puas,2,anehh
Vivi Novitasari,aplikasi dukung ya maxim tutup,4,Puas,1,aplikasi dukung ya maxim tutup
Ahmad Matin,anyep kgk order utama jual atribut order sepi mah kgk fikirin,2,Tidak Puas,2,anyep kgk order utama jual atribut order sepi mah kgk fikirin
M Hadi Kurniawan,trauma maxim drivernya bau jalan lagi,2,Tidak Puas,2,trauma maxim drivernya bau jalan lagi
ummul khaerah,maxim tolong evaluasi drivernya oknum driver tambah biaya alas tambah biaya alas mnyalakan ac produk alas produk dipacking sdah kontak langsung milik produk mngatakan barang sisa ambil tolong disiplin oknum sya baik hati tdk ulas langsung driver terima kasih,1,Tidak Puas,2,maxim tolong evaluasi drivernya oknum driver tambah biaya alas tambah biaya alas mnyalakan ac produk alas produk dipacking sdah kontak langsung milik produk mngatakan barang sisa ambil tolong disiplin oknum sya baik hati tdk ulas langsung driver terima kasih
Anwar Herdianto,daftar jd drever,5,Puas,1,daftar jd drever
OSCAR GAMING,aplikasi eror mesan order aplikasi cuman order,1,Tidak Puas,2,aplikasi eror mesan order aplikasi cuman order
Yanuar Pribadi,login guna woi gimana solusi,1,Tidak Puas,2,login guna woi gimana solusi
Widya pangesti Wiwit,aplikasi maxim tolong donk montor maxim bagus aq maxim bagus langgan setia maxim nyaman puas,5,Puas,1,aplikasi maxim tolong donk montor maxim bagus aq maxim bagus langgan setia maxim nyaman puas
Ayung gomes,apk pakai order pas login,1,Tidak Puas,2,apk pakai order pas login
Manchester United,ok,5,Puas,1,ok
Sarah “Cha'a” 888,buka,5,Puas,1,buka
Ayu Kristina,knpa ya app,2,Tidak Puas,2,knpa ya app
Amrida Yuzanty,ok,5,Puas,1,ok
Samari Sam,ok,5,Puas,1,ok
Hasriani Dwiky,mf knp tdk bs downlod n knp bs maxim sy blokir,5,Puas,1,mf knp tdk bs downlod n knp bs maxim sy blokir
Sudiran S,murah bagus layan,5,Puas,1,murah bagus layan
Achmad Arivai,ok,5,Puas,1,ok
Catur Deni,mudah,5,Puas,1,mudah
Munir Sinar,murah riah sahabat mahasiswa,5,Puas,1,murah riah sahabat mahasiswa
jannah perabot,tolong baik kas pro potong bayar driver driver terima otomatis driver ongkos langsung rugi ni maxim,1,Tidak Puas,2,tolong baik kas pro potong bayar driver driver terima otomatis driver ongkos langsung rugi ni maxim
Rizal Fadli,tlng cek lapor sore metode dmnta cash turun sesuai app balikin saldo isi saldo delay driver lambat driver atribut tumpang ksih helm,1,Tidak Puas,2,tlng cek lapor sore metode dmnta cash turun sesuai app balikin saldo isi saldo delay driver lambat driver atribut tumpang ksih helm
Irvan Ganjelto,maps ad,1,Tidak Puas,2,maps ad
Warna Semesta,maxim hemat,5,Puas,1,maxim hemat
Fadhila Octaviani,tolong baik nih aplikasi masuk pake nomor hp gimana langgan nyaman kalo dadi segi aplikasi bagus,3,Netral,0,tolong baik nih aplikasi masuk pake nomor hp gimana langgan nyaman kalo dadi segi aplikasi bagus
Josua Linus Simalango,top maxim wallet masuk saldo rekening potong,1,Tidak Puas,2,top maxim wallet masuk saldo rekening potong
GIVARI PELAUT,good,5,Puas,1,good
Nurlia Mewar,maxim hrga barang bawa tumpang pisah masuk cargo maxim harga barang bawaanya pisah masuk cargo trus suruh cek trnyata harga cargonya barang bawaanya mahal rb dibandingkn harga pesan harga tumpang supirnya bilang kalo tuh jemput tumpang tdk barang klo ad barang harga pisah cek cargo jdi total bayrnya,3,Netral,0,maxim hrga barang bawa tumpang pisah masuk cargo maxim harga barang bawaanya pisah masuk cargo trus suruh cek trnyata harga cargonya barang bawaanya mahal rb dibandingkn harga pesan harga tumpang supirnya bilang kalo tuh jemput tumpang tdk barang klo ad barang harga pisah cek cargo jdi total bayrnya
Eka Widya,murah driver ny jg ramah top,5,Puas,1,murah driver ny jg ramah top
Sania Rasya,aplikasi bagus ko baru kode promo kembali maxim susah tau kode promonya tau prnh promo dlu,5,Puas,1,aplikasi bagus ko baru kode promo kembali maxim susah tau kode promonya tau prnh promo dlu
Budi Karya,tukar ah,5,Puas,1,tukar ah
Andreas Rumbiak,tolong maxim kerjasama kaspro saldo potong ojek maximnya tdk terima bayar bayar tunai rugi kali hapus kaspro maxim,1,Tidak Puas,2,tolong maxim kerjasama kaspro saldo potong ojek maximnya tdk terima bayar bayar tunai rugi kali hapus kaspro maxim
Ahmad Almakmun,layan,4,Puas,1,layan
Jenny Montolalu,,5,Puas,1,
Birin Sobirin,bagus,5,Puas,1,bagus
Asep Cuves,good,4,Puas,1,good
Dapur Aulia,maxim jarang banget dapet driver adab etika ugal ugalan jalan kalo review jelek marah,3,Netral,0,maxim jarang banget dapet driver adab etika ugal ugalan jalan kalo review jelek marah
Ahmad Banda16,bagus,5,Puas,1,bagus
Aby Firdaus,buka,3,Netral,0,buka
Gaja Mada,bagus,5,Puas,1,bagus
Kasilan Suhadi,cocok,4,Puas,1,cocok
Krisna Putra,bagus cepat driver sayang motor banyak motor tua order sekirar motor layak sperti scoopy vario sisa motor dah tua shock beker mati auto sakit pinggang tolong maxim motor baharu min tua dapet motor supra shock mati mogok sdangkan buru kecewa banget,2,Tidak Puas,2,bagus cepat driver sayang motor banyak motor tua order sekirar motor layak sperti scoopy vario sisa motor dah tua shock beker mati auto sakit pinggang tolong maxim motor baharu min tua dapet motor supra shock mati mogok sdangkan buru kecewa banget
Fakhrurrazi Makassar,mantap,5,Puas,1,mantap
agung saputra,kali,5,Puas,1,kali
M Yasin,,5,Puas,1,
Ali Maspii,ali maspi,1,Tidak Puas,2,ali maspi
Sut Tardi,nyaman pakai aplikasi,5,Puas,1,nyaman pakai aplikasi
Kusyanto,maxsim transportasi online murah mudah,5,Puas,1,maxsim transportasi online murah mudah
key jutex,maaf nih maxim pke maxim knp download play store,1,Tidak Puas,2,maaf nih maxim pke maxim knp download play store
Bowis Bon,drivernya suka ngerjain kasih tau mesen jemput suka songong kalo harga murah ngambil inti kecewa deh,2,Tidak Puas,2,drivernya suka ngerjain kasih tau mesen jemput suka songong kalo harga murah ngambil inti kecewa deh
Ady dass,bagus cepat respon,5,Puas,1,bagus cepat respon
yuli yanti,murah,5,Puas,1,murah
Irsan Effendi,aplikasi taiii,1,Tidak Puas,2,aplikasi taiii
Ine Supartini,bantu bu transportasi,5,Puas,1,bantu bu transportasi
xyz eys,aplikasi memvengongkan suruh baru tpi baru disrh baru lg bgt setr sd bingung,2,Tidak Puas,2,aplikasi memvengongkan suruh baru tpi baru disrh baru lg bgt setr sd bingung
Akhmad Fatoni,isthebest,5,Puas,1,isthebest
Darayasa Hardayati,maxim iya bnr karna kendara dipk maxim sesuai tentu plat oknum ambil order bintang buruk kemudi asik pasang vid kamera jg kemudi dtg sesuai harga tambah duit apk buruk,1,Tidak Puas,2,maxim iya bnr karna kendara dipk maxim sesuai tentu plat oknum ambil order bintang buruk kemudi asik pasang vid kamera jg kemudi dtg sesuai harga tambah duit apk buruk
Zenith Vinn,maxim buka sistem tulis maxim henti,1,Tidak Puas,2,maxim buka sistem tulis maxim henti
Adel Rez,mohon tolong barang tinggal grab gmn biar hubungin orang,1,Tidak Puas,2,mohon tolong barang tinggal grab gmn biar hubungin orang
Niketut Widya,saldo kaspro balikin kocak kepake lumayann sisa kosong,1,Tidak Puas,2,saldo kaspro balikin kocak kepake lumayann sisa kosong
Pricilla Elvaretta,sulit tukam driver cepet tunggu kali order makan temu driver makan batal susah batal pesan tunggu tolong tambah fitur chat driver terimakasih,2,Tidak Puas,2,sulit tukam driver cepet tunggu kali order makan temu driver makan batal susah batal pesan tunggu tolong tambah fitur chat driver terimakasih
Pwk Kota,drivernya susah komunikasi mesum mesum drivernya kalo sen jam malam,1,Tidak Puas,2,drivernya susah komunikasi mesum mesum drivernya kalo sen jam malam
Intoria Mandarava,pakai e wallet potong saldo,1,Tidak Puas,2,pakai e wallet potong saldo
Bodo Pabrek,keep cheaper,5,Puas,1,keep cheaper
dodi hermanto,harga murah layan,5,Puas,1,harga murah layan
Taufiqur Rohman,langsung buka sesuai ekspektasi,3,Netral,0,langsung buka sesuai ekspektasi
Wiji Santoso,pake maxim kecewa driver duluan datngnya kena carger tambah uang tunggu menit,2,Tidak Puas,2,pake maxim kecewa driver duluan datngnya kena carger tambah uang tunggu menit
daulina luduwita,driver lu cabul,1,Tidak Puas,2,driver lu cabul
uch channel,kecewa pesan maxim car buru rsud harga naikin gilir driver bayar tobat tobattt,1,Tidak Puas,2,kecewa pesan maxim car buru rsud harga naikin gilir driver bayar tobat tobattt
minus one,kaspro dipake ttep potong,2,Tidak Puas,2,kaspro dipake ttep potong
InstantEat TravelFood,konek maxim wallet kode,1,Tidak Puas,2,konek maxim wallet kode
Davka Ranendra,login susah anehh,2,Tidak Puas,2,login susah anehh
Ade ernita,ndk jls login,1,Tidak Puas,2,ndk jls login
Ricard Vi,login ulang pas kode muncul mulu sms pake opsi telfon tutup angkat,1,Tidak Puas,2,login ulang pas kode muncul mulu sms pake opsi telfon tutup angkat
Prof jr Ke 13,aplikasi tolol,1,Tidak Puas,2,aplikasi tolol
Saiwan BO,oke cepat,5,Puas,1,oke cepat
Betty Kartini,ok,5,Puas,1,ok
istofani Nabila,top wallet kaspro bayar bayar ganti tunai saldo minn,1,Tidak Puas,2,top wallet kaspro bayar bayar ganti tunai saldo minn
Setto Wicaksono,aplikasi nentukan titik tuju keluar sesuai banget tollol banget sistem map nga,1,Tidak Puas,2,aplikasi nentukan titik tuju keluar sesuai banget tollol banget sistem map nga
Fandi55 Fandi55,,5,Puas,1,
CNV Candra Ness Victoria,tarif jangkau pas hujan mahal,5,Puas,1,tarif jangkau pas hujan mahal
Ress,gimana sihh telat dikenain biayaya tambah gilir driver telat kompensasi telat menit menit gapapa menit tolong bijak pilih driver,1,Tidak Puas,2,gimana sihh telat dikenain biayaya tambah gilir driver telat kompensasi telat menit menit gapapa menit tolong bijak pilih driver
raditha ariene,buruk maxime si driver cancel bayar cash cancel kasih cash driver kasih dana wallet driver nyata komplen maxime tramsaksi liat kecewa bear bear kecewa pantes komplen,1,Tidak Puas,2,buruk maxime si driver cancel bayar cash cancel kasih cash driver kasih dana wallet driver nyata komplen maxime tramsaksi liat kecewa bear bear kecewa pantes komplen
Tomy Kurniawan,jelek nomor telepon ku blokir maxim cuman batal order,1,Tidak Puas,2,jelek nomor telepon ku blokir maxim cuman batal order
Stella Stellatarasi,,5,Puas,1,
Toz Raker,aplikasi eror,3,Netral,0,aplikasi eror
obed gio,aplikasi hama drivernya hujan ting,1,Tidak Puas,2,aplikasi hama drivernya hujan ting
Lussy Louru,top kop walet masuk saldo akun pakai top pakai mala kosong akun kaspro uangx akun,2,Tidak Puas,2,top kop walet masuk saldo akun pakai top pakai mala kosong akun kaspro uangx akun
Hendri Herawan_Online,susah kali pesan makan terima kota,5,Puas,1,susah kali pesan makan terima kota
Ajil Kurniawan,nice,4,Puas,1,nice
DASRIL HERMAWAN,ah isi e walet kaspro pakai bca admin situ pemberitahuan adminnya admin gilaa banget,1,Tidak Puas,2,ah isi e walet kaspro pakai bca admin situ pemberitahuan adminnya admin gilaa banget
Joko Har1995,  ,5,Puas,1,
Intan Claudiasafitri,driver gjls amit,1,Tidak Puas,2,driver gjls amit
Afrian,pakai ewalet kaspro sumpah ribet banget top masuk,1,Tidak Puas,2,pakai ewalet kaspro sumpah ribet banget top masuk
Hetantra Dzaky,harga aplikasi dgn si driver antar makan gatau bener via aplikasi si driver suka kalo bayar pakai cash kaya aplikasi harga tagih tera ya fix sesuai aplikasi driver datanf makan konsumen tinggal bayar nominal ssuai tera,2,Tidak Puas,2,harga aplikasi dgn si driver antar makan gatau bener via aplikasi si driver suka kalo bayar pakai cash kaya aplikasi harga tagih tera ya fix sesuai aplikasi driver datanf makan konsumen tinggal bayar nominal ssuai tera
Muja Hidin,buruk,1,Tidak Puas,2,buruk
